,Rank,Mark,Player Name,DOB,Nat,Pos,Venue,Date
13634,171,10.54,Eckhart POTGIETER,13 JUN 2002,RSA,1h4,Paarl (RSA),28 MAR 2019
13635,171,10.54,Bouwahjgie NKRUMIE,16 FEB 2004,JAM,2,Kingston (JAM),29 MAR 2019
13636,171,10.54,Delann HENRY,21 AUG 2001,JAM,2h4,Kingston (JAM),05 APR 2019
13637,171,10.54,Kavian KERR,10 FEB 2002,JAM,2h6,Kingston (JAM),05 APR 2019
13638,171,10.54,Moray STEWARD,,USA,4,"Clovis, CA (USA)",25 MAY 2019
13639,171,10.54,Reona MIURA,10 MAY 2000,JPN,6h1,Tottori (JPN),02 JUN 2019
13640,171,10.54,Kevon STONE,12 FEB 2000,JAM,4,Kingston (JAM),21 JUN 2019
13641,171,10.54,Bernat CANET,25 FEB 2000,ESP,2,Granollers (ESP),06 JUL 2019
13642,171,10.54,Guanfeng CHEN,05 FEB 2000,CHN,4,Shenyang (CHN),08 JUL 2019
13643,171,10.54,Zane BRANCO,04 JAN 2000,AUS,1,Townsville (AUS),28 SEP 2019
13644,171,10.54,Minkyu SHIN,09 MAR 2000,KOR,1h2,"Olympic Stadium, Jamsil, Seoul (KOR)",06 OCT 2019
13645,171,10.54,Tiaan WHELPTON,29 MAR 2000,NZL,1f1,"Nga Puna Wai Sports Hub, Christchurch (NZL)",23 NOV 2019
13646,184,10.55,Yee Hin Rico TSE,20 JAN 2000,HKG,1f19,Hong Kong (HKG),02 FEB 2019
13647,184,10.55,Dashinelle DYER,11 JAN 2000,JAM,1h2,Kingston (JAM),28 MAR 2019
13648,184,10.55,Elijah Onkware MATHEW,07 FEB 2000,KEN,1h2,Iten (KEN),13 APR 2019
13649,184,10.55,Tyjuan WARE,2001,USA,1h2,"Lauderdale Lakes, FL (USA)",15 APR 2019
13650,184,10.55,Gershon OMUBO,17 OCT 2000,NGR,4,Abidjan (CIV),17 APR 2019
13651,184,10.55,Edwin Kwabla GADAYI,14 FEB 2001,GHA,1sf2,Abidjan (CIV),17 APR 2019
13652,184,10.55,Philip LANDRUM,,USA,1f10,"Azusa, CA (USA)",19 APR 2019
13653,184,10.55,Chenshuai DAI,16 OCT 2000,CHN,1,Wuhu (CHN),17 MAY 2019
13654,184,10.55,Hiroto FUJIWARA,04 JAN 2003,JPN,1sf3,Chiba (JPN),17 MAY 2019
13655,184,10.55,Rashon LUKE,,USA,2h2,"Clovis, CA (USA)",24 MAY 2019
13656,184,10.55,Trejun JONES,,USA,2f7,"Albuquerque, NM (USA)",08 JUN 2019
13657,184,10.55,Tomáš NĚMEJC,24 FEB 2000,CZE,2,Praha (CZE),15 JUN 2019
13658,184,10.55,Simon LEE,09 JAN 2001,KOR,2h4,Jeongseon (KOR),25 JUN 2019
13659,184,10.55,Gerardo LOMELI PONCE,11 AUG 2002,MEX,2h2,Queretaro (MEX),05 JUL 2019
13660,184,10.55,Eliezer ADJIBI,23 SEP 2000,CAN,1sf1,Toronto (CAN),13 JUL 2019
13661,184,10.55,Connor WASHINGTON,2003,USA,1,"Greensboro, NC (USA)",03 AUG 2019
13662,184,10.55,Henry NWOKE,28 DEC 2002,GBR,2,Bedford (GBR),31 AUG 2019
13663,,,,,,,,
13664,201,10.56,Ali Khalid MAS,19 APR 2002,KSA,1,Hong Kong (HKG),16 MAR 2019
13665,201,10.56,P.J. LOTHARP,,USA,2f1,"Montreat, NC (USA)",30 MAR 2019
13666,201,10.56,Lance LANG,,USA,4f2,"Fayetteville, AR (USA)",03 MAY 2019
13667,201,10.56,Kwabena LYNN,,USA,2,"Beaverton, OR (USA)",03 MAY 2019
13668,201,10.56,Yan C. HERNÁNDEZ,20 JUN 2000,CUB,1ce,La Habana (CUB),17 MAY 2019
13669,201,10.56,Deven BROWN,,USA,3,"Seattle, WA (USA)",15 JUN 2019
13670,201,10.56,Isaiah GADSON,2002,USA,1,"Durham County Stadium, Durham, NC (USA)",22 JUN 2019
13671,201,10.56,Conor MOREY,12 MAY 2001,IRL,2f2,Mannheim (GER),29 JUN 2019
13672,201,10.56,Matej BALUCH,16 OCT 2000,SVK,1,Trnava (SVK),29 JUN 2019
13673,201,10.56,Lorenzo IANES,23 OCT 2000,ITA,5f3,La Chaux-de-Fonds (SUI),30 JUN 2019
13674,201,10.56,Rico ADITH,07 MAR 2001,INA,1,Cibinong (INA),02 AUG 2019
13675,201,10.56,Shota NAKAMURA,01 JUN 2001,JPN,1h4,Okinawa (JPN),05 AUG 2019
13676,201,10.56,Mizuki INOUE,31 JAN 2003,JPN,1f1,"Municipal Stadium, Hiroshima (JPN)",19 OCT 2019
13677,201,10.56,Jayson Game MANDOZE,05 MAY 2002,BOT,1,Gaborone (BOT),14 DEC 2019
13678,215,10.57,Terrique STENNETT,03 JAN 2003,JAM,3,Kingston (JAM),29 MAR 2019
13679,215,10.57,Quincy RILEY,,USA,2f2,"Columbia, SC (USA)",13 APR 2019
13680,215,10.57,Kenney SOLOMON,,USA,2,"Columbia, SC (USA)",11 MAY 2019
13681,215,10.57,Joe FERGUSON,03 MAY 2000,GBR,1,Manchester (GBR),01 JUN 2019
13682,215,10.57,Oliwer WDOWIK,03 JAN 2002,POL,3f2,Gliwice (POL),02 JUN 2019
13683,215,10.57,Jekovan RHETTA,2003,USA,7,"Greensboro, NC (USA)",15 JUN 2019
13684,215,10.57,Joel DOS SANTOS,29 SEP 2000,ARG,2h1,Cali (COL),15 JUN 2019
13685,215,10.57,Shacquille LOWE,16 APR 2001,JAM,2h4,Kingston (JAM),20 JUN 2019
13686,215,10.57,Darian CLARKE,05 MAR 2002,BAR,2h2,St. Michael (BAR),21 JUN 2019
13687,215,10.57,Vasyl MAKUKH,14 JAN 2000,UKR,1,Lutsk (UKR),28 JUN 2019
13688,215,10.57,Moritz ISOLA,03 AUG 2000,GER,2h3,Mannheim (GER),29 JUN 2019
13689,215,10.57,Luis VIEWEG,30 JUN 2000,GER,3h3,Mannheim (GER),29 JUN 2019
13690,215,10.57,Jaleel CROAL,13 MAR 2003,IVB,3h2,Queretaro (MEX),05 JUL 2019
13691,215,10.57,Muhd Azeem FAHMI,29 APR 2004,MAS,1,Kuala Lumpur (MAS),16 NOV 2019
13692,229,10.58,Aaron WORRELL,,BAR,1f10,"Lake Charles, LA (USA)",09 MAR 2019
13693,229,10.58,Rondel CAMPBELL,,JAM,1f9,Spanish Town (JAM),16 MAR 2019
13694,229,10.58,Lucas VILAR,10 MAR 2001,BRA,6f1,Bragança Paulista (BRA),23 MAR 2019
13695,229,10.58,Deondre MCINTOSH,07 SEP 2002,JAM,3h6,Kingston (JAM),05 APR 2019
13696,229,10.58,Hao-Chuan YUEHLIU,10 NOV 2000,TPE,2,Kaohsiung (TPE),22 APR 2019
13697,229,10.58,Eric EDWARDS,03 JAN 2000,USA,6f1,"Tucson, AZ (USA)",27 APR 2019
13698,229,10.58,Malcom BRILEY,2000,USA,3,"Muncie, IN (USA)",11 MAY 2019
13699,229,10.58,Mattia DONOLA,14 APR 2000,ITA,2f1,Chiari (ITA),11 MAY 2019
13700,229,10.58,Randolph FRY,,USA,3h2,"Geneva, OH (USA)",24 MAY 2019
13701,229,10.58,Angelo FELIZ,10 DEC 2000,DOM,8f1,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",30 MAY 2019
13702,229,10.58,Rosean YOUNG,15 SEP 2000,JAM,1f2,Kingston (JAM),01 JUN 2019
13703,229,10.58,Samuele CECCARELLI,09 JAN 2000,ITA,1,Grosseto (ITA),01 JUN 2019
13704,229,10.58,Deron DUDLEY,,USA,5,"Albuquerque, NM (USA)",08 JUN 2019
13705,229,10.58,Junhyeok LEE,15 JAN 2001,KOR,1h5,Kimchun (KOR),13 JUN 2019
13706,229,10.58,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,2sf3,Kaduna (NGR),25 JUL 2019
13707,229,10.58,Raphael BOUJU,15 MAY 2002,NED,6,Den Haag (NED),26 JUL 2019
13708,229,10.58,Yannick WOLF,12 MAY 2000,GER,1h5,Ulm (GER),26 JUL 2019
13709,229,10.58,Florian KNERLEIN,29 JAN 2002,GER,1,Ulm (GER),27 JUL 2019
13710,229,10.58,Mirai SAITO,10 APR 2000,JPN,1h4,Maebashi (JPN),24 AUG 2019
13711,229,10.58,Tolu KOULA,,AUS,1,"SOPAC, Sydney (AUS)",21 SEP 2019
13712,249,10.59,Kishane THOMPSON,17 JUL 2001,JAM,1,Spanish Town (JAM),26 FEB 2019
13713,249,10.59,James BROWN,29 FEB 2000,USA,1f3,"Pittsburg, KS (USA)",13 APR 2019
13714,249,10.59,Marcus FLEMING,,USA,1h5,"Miami, FL (USA)",16 APR 2019
13715,249,10.59,Chrischand LEWIS,2001,USA,1h1,"Amherst, MA (USA)",04 MAY 2019
13716,249,10.59,JaTravis MCCLOUD,2001,USA,1,"Oklahoma City, OK (USA)",11 MAY 2019
13717,249,10.59,Khafre BROWN,29 MAY 2001,USA,2h2,"Greensboro, NC (USA)",18 MAY 2019
13718,249,10.59,Keigo YASUDA,21 FEB 2000,JPN,1h5,Sagamihara (JPN),23 MAY 2019
13719,249,10.59,Alonzo FLORIOLLI,,USA,3h2,"Clovis, CA (USA)",24 MAY 2019
13720,249,10.59,De'jour RUSSELL,01 APR 2000,JAM,2f1,Kingston (JAM),01 JUN 2019
13721,249,10.59,Daniel REGENFUß,27 OCT 2001,GER,1h5,Jena (GER),01 JUN 2019
13722,249,10.59,Henri SAI,04 DEC 2000,EST,1f6,Tallinn (EST),09 JUN 2019
13723,249,10.59,Teppei TSUKAGUCHI,14 MAY 2001,JPN,1sf2,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",15 JUN 2019
13724,249,10.59,Mikkel Raquahn BASSUE,15 AUG 2000,IVB,3h4,San José (CRC),19 JUL 2019
13725,249,10.59,Hiroto NAKAO,10 JUN 2002,JPN,2f2,"Irie Stadium, Muroran (JPN)",20 JUL 2019
13726,249,10.59,John PAREDES,02 OCT 2002,COL,3,Las Condes (CHI),04 OCT 2019
13727,264,10.60,Quaron ADAMS,,USA,2f3,"Chandler, AZ (USA)",23 MAR 2019
13728,264,10.60,Malcolm CROOM-MCFADDEN,,USA,2f8,"Gainesville, FL (USA)",29 MAR 2019
13729,264,10.60,Ure MILLS,2000,BAH,4,Nassau (BAH),05 APR 2019
13730,264,10.60,Ashton CALLAHAN,,USA,4f2,"Waco, TX (USA)",20 APR 2019
13731,264,10.60,Dominik ILLOVSZKY,04 JAN 2002,HUN,1h2,Debrecen (HUN),18 MAY 2019
13732,264,10.60,Shuta MORO,22 FEB 2000,JPN,1h4,Sagamihara (JPN),23 MAY 2019
13733,264,10.60,Malte STANGENBERG,10 FEB 2001,GER,4f1,Jena (GER),01 JUN 2019
13734,264,10.60,In-ho BAN,14 JUL 2000,KOR,2h2,Jeongseon (KOR),25 JUN 2019
13735,264,10.60,Owen COUTTS,,USA,1f3,"Shoreline, WA (USA)",26 JUN 2019
13736,264,10.60,Yamato ITO,12 SEP 2000,JPN,4h2,"Nagaragawa Stadium, Gifu (JPN)",12 SEP 2019
13737,274,10.61,Zavier JOHNSON,,USA,1f4,"Tulsa, OK (USA)",30 MAR 2019
13738,274,10.61,Oshane PEART,08 FEB 2001,JAM,3h4,Kingston (JAM),05 APR 2019
13739,274,10.61,Jordan COFIELD,2000,USA,3,"Towson, MD (USA)",06 APR 2019
13740,274,10.61,Quenten JONES,,USA,2,"Arlington, TX (USA)",27 APR 2019
13741,274,10.61,Keron CUMBY,,USA,3,"Waco, TX (USA)",27 APR 2019
13742,274,10.61,Brian BROWN,,USA,3f1,"Rock Hill, SC (USA)",01 MAY 2019
13743,274,10.61,Evan BROOKS,2001,USA,1,"Gulf Shores, AL (USA)",04 MAY 2019
13744,274,10.61,Demarrie TAYLOR,,USA,3h1,"Valhalla Stadium @ Berry College, Mount Berry, GA (USA)",09 MAY 2019
13745,274,10.61,Denzell FEAGIN,2001,USA,1h2,"Jesse Owens Stadium, Columbus, OH (USA)",01 JUN 2019
13746,274,10.61,Timothé MUMENTHALER,12 DEC 2002,SUI,3h1,Zofingen (SUI),08 JUN 2019
13747,274,10.61,Neil PETERS,2001,GRN,4h3,St. George's (GRN),08 JUN 2019
13748,274,10.61,Bailey WRIGHT,14 NOV 2000,GBR,3sr3,Lee Valley (GBR),17 JUL 2019
13749,274,10.61,Jordan HENRI,2001,CAN,1,Montréal (CAN),26 JUL 2019
13750,274,10.61,Rai HIDESHIMA,23 SEP 2001,JPN,1h1,Okinawa (JPN),05 AUG 2019
13751,274,10.61,Destiny OGALI,06 SEP 2001,GBR,2f1,Manchester (GBR),14 AUG 2019
13752,274,10.61,Andrii VASYLIEV,13 APR 2001,UKR,4,Lutsk (UKR),21 AUG 2019
13753,274,10.61,Kam Ching SHAK,20 MAY 2001,HKG,3,Hong Kong (HKG),21 SEP 2019
13754,274,10.61,Abdulrahman Karam MOHAMED,12 AUG 2000,EGY,1,"Maadi Olympic Center, Cairo (EGY)",17 OCT 2019
13755,274,10.61,Yamato TAKEUCHI,07 AUG 2001,JPN,2h4,"Honjo Athletic Stadium, Kitakyushu (JPN)",27 OCT 2019
13756,293,10.62,Jamaal MORRIS,,USA,2f2,"New Orleans, LA (USA)",23 MAR 2019
13757,293,10.62,Trinni FEGGETT,,USA,2f2,"Auburn, AL (USA)",06 APR 2019
13758,293,10.62,Devin AUGUSTINE,02 DEC 2003,TTO,1,George Town (CAY),20 APR 2019
13759,293,10.62,Takumi KUWANO,01 JAN 2001,JPN,3f1,"University Stadium, Tsukuba (JPN)",20 APR 2019
13760,293,10.62,Zeke FREEMAN,,USA,3,"Arlington, TX (USA)",27 APR 2019
13761,293,10.62,Zhijian DENG,05 MAR 2002,CHN,1h8,Chengdu (CHN),06 MAY 2019
13762,293,10.62,Daiki KONNO,27 OCT 2001,JPN,2sf3,Chiba (JPN),17 MAY 2019
13763,293,10.62,Naythn SCRUGGS,,USA,6,"Clovis, CA (USA)",25 MAY 2019
13764,,,,,,,,
13765,293,10.62,Ruslan KISLYKH,11 JUL 2000,RUS,1,Saransk (RUS),21 JUN 2019
13766,293,10.62,Daichi ITO,04 APR 2000,JPN,4sf3,Kyoto (JPN),21 JUN 2019
13767,293,10.62,Jeff ERIUS,08 MAR 2004,FRA,1,Tours (FRA),14 JUL 2019
13768,293,10.62,Shumma SHIMOJI,21 APR 2001,JPN,2h1,Okinawa (JPN),05 AUG 2019
13769,293,10.62,Yi-Fang LIN,2000,TPE,1sf3,Taipei City (TPE),20 SEP 2019
13770,306,10.63,Mbhoni MABUNDA,19 MAR 2003,RSA,2f2,Pretoria (RSA),09 FEB 2019
13771,306,10.63,Seiryo IKEDA,13 FEB 2002,JPN,2,Hong Kong (HKG),16 MAR 2019
13772,306,10.63,Adell COLTHRUST,08 JAN 2000,TTO,2f2,Port-of-Spain (TTO),23 MAR 2019
13773,306,10.63,Semaj STREET,,USA,1h5,"Mount Olive, NC (USA)",12 MAY 2019
13774,306,10.63,Kenyon REED,,USA,3h3,"Clovis, CA (USA)",24 MAY 2019
13775,306,10.63,Alwayne CAMPBELL,31 JUL 2000,GBR,1,Nuneaton (GBR),02 JUN 2019
13776,306,10.63,Rajay MORRIS,07 JAN 2002,JAM,7h1,Tottori (JPN),02 JUN 2019
13777,306,10.63,Ken-Mark MINKOVSKI,13 OCT 2001,EST,2f6,Tallinn (EST),09 JUN 2019
13778,306,10.63,Caleb HAGAN,,USA,4,"Seattle, WA (USA)",15 JUN 2019
13779,306,10.63,Israel OLATUNDE,29 MAY 2002,IRL,3f2,Mannheim (GER),29 JUN 2019
13780,306,10.63,Kotarou HATTORI,16 JAN 2003,JPN,3f2,"Irie Stadium, Muroran (JPN)",20 JUL 2019
13781,306,10.63,Masato EKAWA,09 FEB 2001,JPN,2f2,Hachioji (JPN),02 AUG 2019
13782,306,10.63,Bryce CHISLEY,2003,USA,3,"Greensboro, NC (USA)",03 AUG 2019
13783,306,10.63,Shunjie LI,12 JAN 2000,CHN,6,"Shanxi Sports Center Stadium, Taiyuan (CHN)",15 AUG 2019
13784,320,10.64,Maikel Yorges VIDAL,06 JAN 2000,CUB,2h1,La Habana (CUB),15 FEB 2019
13785,320,10.64,Taiwane GARRIQUES,17 JAN 2001,JAM,2h3,Kingston (JAM),05 APR 2019
13786,320,10.64,Kouki FUJII,26 AUG 2001,JPN,2f2,Osaka (JPN),14 APR 2019
13787,320,10.64,Raphael NGAGUELE MBERLINA,10 JAN 2001,CMR,2h2,Abidjan (CIV),16 APR 2019
13788,320,10.64,Iruoghene OKORO,20 NOV 2002,NGR,1h2,Abidjan (CIV),16 APR 2019
13789,320,10.64,Ansu BADJI,,GAM,3sf2,Abidjan (CIV),17 APR 2019
13790,320,10.64,Ja'Leak PERRY,,USA,1,"Valhalla Stadium @ Berry College, Mount Berry, GA (USA)",11 MAY 2019
13791,320,10.64,Ren EBISAWA,25 SEP 2002,JPN,3sf3,Chiba (JPN),17 MAY 2019
13792,320,10.64,Royal BURRIS,2001,USA,3h2,"Greensboro, NC (USA)",18 MAY 2019
13793,320,10.64,Dominik WACHE,24 JAN 2001,GER,1h2,Dresden (GER),18 MAY 2019
13794,320,10.64,Alex MARSHALL,15 FEB 2000,GBR,3f3,Loughborough (GBR),19 MAY 2019
13795,320,10.64,Gino VAN WIJK,20 FEB 2002,NED,1f3,Alphen aan den Rijn (NED),26 MAY 2019
13796,320,10.64,Sagesse NGUIE,10 JUL 2000,GBR,2,Manchester (GBR),01 JUN 2019
13797,320,10.64,Emmanuelle AJIROBA,2000,CAN,2,Guelph (CAN),07 JUN 2019
13798,320,10.64,Jonah VIGIL,,USA,4f7,"Albuquerque, NM (USA)",08 JUN 2019
13799,320,10.64,Shunto HOTTA,11 JUL 2001,JPN,1h1,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",15 JUN 2019
13800,320,10.64,Rahiem SCOTT,12 DEC 2002,JAM,4,Kingston (JAM),21 JUN 2019
13801,320,10.64,Vadim DOMAREV,14 APR 2000,RUS,2,Saransk (RUS),21 JUN 2019
13802,320,10.64,Murilo DE MORAES PACHECO,19 FEB 2002,BRA,1h3,Porto Alegre (BRA),06 JUL 2019
13803,320,10.64,Magnus BUCHWALD,2000,GER,2h4,Ulm (GER),26 JUL 2019
13804,320,10.64,Richi ADITH,07 MAR 2001,INA,2,Cibinong (INA),02 AUG 2019
13805,320,10.64,Riku TAKAGI,20 AUG 2002,JPN,3h1,Okinawa (JPN),05 AUG 2019
13806,320,10.64,Kazuya MIYAUCHI,30 OCT 2001,JPN,2sf2,Okinawa (JPN),05 AUG 2019
13807,320,10.64,Renjie ZHANG,15 SEP 2000,CHN,7,"Shanxi Sports Center Stadium, Taiyuan (CHN)",15 AUG 2019
13808,320,10.64,Y.C.M. YODASINGHE,28 JAN 2000,SRI,2sf1,Colombo (SRI),16 AUG 2019
13809,320,10.64,Obinna OKORI,18 SEP 2003,JPN,1,"Kimiidera Park Athletic Field, Wakayama (JPN)",15 SEP 2019
13810,320,10.64,Owaab BARROW,20 AUG 2001,QAT,3pr1,"Khalifa International Stadium, Doha (QAT)",27 SEP 2019
13811,320,10.64,Renan CORREA,15 MAR 2004,BRA,1,Porto Alegre (BRA),18 OCT 2019
13812,320,10.64,Makoto IZAWA,02 DEC 2002,JPN,2f1,"Municipal Stadium, Hiroshima (JPN)",19 OCT 2019
13813,349,10.65,Davion BYNAUM,2000,USA,3,"Austin, TX (USA)",30 MAR 2019
13814,349,10.65,Vuyu NDLOVU,08 JAN 2002,RSA,3,Abidjan (CIV),17 APR 2019
13815,349,10.65,Cing-Hua YE,29 MAR 2001,TPE,3,Kaohsiung (TPE),22 APR 2019
13816,349,10.65,Bryson STUBBLEFIELD,2002,USA,3,"Austin, TX (USA)",10 MAY 2019
13817,349,10.65,Leonardo STEWART,,JAM,1f9,Kingston (JAM),18 MAY 2019
13818,349,10.65,Xavier WORTHY,,USA,4h3,"Clovis, CA (USA)",24 MAY 2019
13819,349,10.65,Arielton DOS SANTOS,19 FEB 2000,BRA,1h4,Bragança Paulista (BRA),31 MAY 2019
13820,349,10.65,Patryk WYKROTA,13 NOV 2000,POL,2f1,Bielsko-Biala (POL),08 JUN 2019
13821,349,10.65,Vladislav DORONIN,26 JUN 2000,RUS,2sf2,Saransk (RUS),21 JUN 2019
13822,349,10.65,Tobias LARSEN,02 JAN 2000,DEN,4f2,Mannheim (GER),29 JUN 2019
13823,349,10.65,Theo SCHAUB,15 NOV 2000,FRA,2sf2,Angers (FRA),05 JUL 2019
13824,349,10.65,Issa SANAGRE,16 MAR 2001,MLI,1,Niamey (NIG),25 JUL 2019
13825,349,10.65,Siong En Reuben Rainer LEE,17 SEP 2002,SGP,1,Khon Kaen (THA),02 AUG 2019
13826,349,10.65,Muhammad Solihin JAMALI,07 MAY 2000,MAS,2,Kuala Lumpur (MAS),03 AUG 2019
13827,349,10.65,Hibiki TANIGUCHI,23 APR 2001,JPN,1h2,Okinawa (JPN),05 AUG 2019
13828,349,10.65,Zhixian QIU,06 FEB 2002,CHN,2,"Shanxi Sports Center Stadium, Taiyuan (CHN)",15 AUG 2019
13829,349,10.65,Ritik MALIK,10 NOV 2001,IND,1,Mangalagiri (IND),03 NOV 2019
13830,349,10.65,Kaishin SHIMADA,25 NOV 2002,JPN,2,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",04 NOV 2019
13831,367,10.66,Phelalani GASA,14 SEP 2000,RSA,1sf2,Paarl (RSA),28 MAR 2019
13832,367,10.66,Márk PAP,02 FEB 2002,HUN,1f1,Sint-Niklaas (BEL),12 MAY 2019
13833,367,10.66,Yuusuke YOSIDA,23 JUL 2001,JPN,4sf3,Chiba (JPN),17 MAY 2019
13834,367,10.66,Till BLÄTTERMANN,01 JAN 2002,GER,1f1,Dresden (GER),18 MAY 2019
13835,367,10.66,Felix FRÜHN,07 AUG 2001,GER,5f1,Weinheim (GER),25 MAY 2019
13836,367,10.66,Matevž ŠUŠTARŠIČ,27 AUG 2001,SLO,2f2,Celje (SLO),15 JUN 2019
13837,367,10.66,Hayato YASUDA,16 NOV 2001,JPN,2h2,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",15 JUN 2019
13838,367,10.66,Bence FARKAS,04 JUN 2002,HUN,1h1,Budapest (HUN),21 JUN 2019
13839,367,10.66,Kaito ITO,04 MAY 2000,JPN,1sr2,"University Stadium, Tsukuba (JPN)",03 AUG 2019
13840,367,10.66,Shuhei KAWAGUCHI,10 AUG 2001,JPN,2h4,Okinawa (JPN),05 AUG 2019
13841,367,10.66,Derek KINLOCK,28 JUL 2002,GBR,1f1,"Tooting Bec Athletics Track, London (GBR)",24 AUG 2019
13842,367,10.66,Kenji MADERO,11 OCT 2002,ARG,2sf1,Maebashi (JPN),24 AUG 2019
13843,367,10.66,Ryuga FUJIE,14 MAY 2003,JPN,2,"Kimiidera Park Athletic Field, Wakayama (JPN)",15 SEP 2019
13844,380,10.67,Julian FORDE,22 APR 2001,BAR,4,St. Michael (BAR),23 FEB 2019
13845,380,10.67,Collin FULLEN,,USA,4,"Austin, TX (USA)",30 MAR 2019
13846,380,10.67,Jaber Hilal AL MAMARI,15 AUG 2001,QAT,7sf1,Doha (QAT),22 APR 2019
13847,380,10.67,Trayvion WHITE-AUSTIN,,USA,1,"Desert Vista High School, Phoenix, AZ (USA)",24 APR 2019
13848,380,10.67,Quincy SCOTT,,USA,2,"Hillsdale, MI (USA)",04 MAY 2019
13849,380,10.67,Plas JOHNSON,,USA,1h1,"Mesa, AZ (USA)",04 MAY 2019
13850,380,10.67,Jaan BAL,17 SEP 2000,BEL,1ce,Herentals (BEL),11 MAY 2019
13851,380,10.67,Dj CHISOLM,,USA,3,"Columbia, SC (USA)",11 MAY 2019
13852,380,10.67,Zhibin ZENG,10 SEP 2001,CHN,1h8,Wuhu (CHN),17 MAY 2019
13853,380,10.67,Stanislav JÍRA,27 FEB 2000,CZE,2f1,Hradec Králové (CZE),18 MAY 2019
13854,380,10.67,Keshaun BLACK,,USA,4h2,"Greensboro, NC (USA)",18 MAY 2019
13855,380,10.67,Yahiro MATSUBARA,23 JUL 2000,JPN,2sf1,"Prefectural Stadium, Kumamoto (JPN)",18 MAY 2019
13856,380,10.67,Zion GORDON,,USA,1,"Jeffco Stadium, Lakewood, CO (USA)",18 MAY 2019
13857,380,10.67,Szymon SZACHNIEWICZ,26 MAY 2001,POL,1f1,"Stadion Miejski, Jelenia Góra (POL)",25 MAY 2019
13858,380,10.67,Jordan SOUFI,09 MAY 2001,CAN,1,Winnipeg (CAN),27 MAY 2019
13859,380,10.67,Colby JENNINGS,28 APR 2000,TKS,3f1,Kingston (JAM),01 JUN 2019
13860,380,10.67,Tre TUCKER,,USA,1h1,"Jesse Owens Stadium, Columbus, OH (USA)",01 JUN 2019
13861,380,10.67,Damian TRZASKA,03 FEB 2000,POL,1f1,Łomża (POL),05 JUN 2019
13862,380,10.67,Dontae MANNING,,USA,1f6,"Albuquerque, NM (USA)",08 JUN 2019
13863,380,10.67,Johnnie BLOCKBURGER,12 JUL 2002,USA,1f6,"Albuquerque, NM (USA)",08 JUN 2019
13864,380,10.67,Lucas ANDRADA,,USA,5f7,"Albuquerque, NM (USA)",08 JUN 2019
13865,,,,,,,,
13866,380,10.67,Aurélien LARUE,08 JAN 2001,FRA,3sf2,Angers (FRA),05 JUL 2019
13867,380,10.67,Rui CORVELO,03 MAR 2001,POR,1,Vagos (POR),06 JUL 2019
13868,380,10.67,Ibrahim AYORINDE,2001,CAN,2sf1,Toronto (CAN),13 JUL 2019
13869,380,10.67,Jaden JOHNSON,,USA,4h1,"Herman E. Clark Stadium, Fort Worth, TX (USA)",13 JUL 2019
13870,380,10.67,Eddie SCOTT,,USA,3,"Jacksonville, FL (USA)",20 JUL 2019
13871,380,10.67,Yahaya MALIYAMUNGU,25 JUL 2000,UGA,5,"Mandela National Stadium, Kampala (UGA)",26 JUL 2019
13872,380,10.67,Muhammad Fakhrul ABDUL AZIZ,03 JUN 2001,MAS,3,Kuala Lumpur (MAS),03 AUG 2019
13873,380,10.67,Yuki AKIYAMA,24 DEC 2001,JPN,2h3,Okinawa (JPN),05 AUG 2019
13874,380,10.67,Osuke SUZUKI,30 APR 2003,JPN,3h3,Okinawa (JPN),05 AUG 2019
13875,380,10.67,Alexander SALAZAR,27 NOV 2001,PAN,4,Las Condes (CHI),04 OCT 2019
13876,380,10.67,Robson LINS,03 APR 2002,BRA,2,Porto Alegre (BRA),18 OCT 2019
13877,380,10.67,Kosuke KAWATA,22 MAR 2003,JPN,3,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",04 NOV 2019
13878,413,10.68,Zachary LARRIER,,USA,6,"Arcadia, CA (USA)",06 APR 2019
13879,413,10.68,Haibin YAN,08 JAN 2003,CHN,2h7,Zhaoqing (CHN),07 APR 2019
13880,413,10.68,Nigel GREEN,,USA,4f6,"Storrs, CT (USA)",13 APR 2019
13881,413,10.68,Giordano WILLIAMS,,USA,1,"New York, NY (USA)",20 APR 2019
13882,413,10.68,Yuuki KAYANO,29 SEP 2001,JPN,1f2,"Athletics Stadium, Kurashiki (JPN)",03 MAY 2019
13883,413,10.68,Caleb ROBERSON,2001,USA,2,"Mission Viejo, CA (USA)",04 MAY 2019
13884,413,10.68,Jordan CREER,,USA,1h2,"Mesa, AZ (USA)",04 MAY 2019
13885,413,10.68,Juwaun PRICE,,USA,1h2,"Mesa, AZ (USA)",04 MAY 2019
13886,413,10.68,Fusuke EBATA,15 FEB 2000,JPN,7h2,Sagamihara (JPN),23 MAY 2019
13887,413,10.68,Mateusz GÓRNY,29 AUG 2002,POL,1,Piaseczno (POL),31 MAY 2019
